LOC130453517	XP_056650550.1
ST6GALNAC6	XP_007475119.1
ST6GALNAC6	XP_016283696.1
ST6GALNAC6	XP_056668438.1
ST6GALNAC6	XP_056668437.1
ST6GALNAC4	XP_056668441.1
ST6GALNAC4	XP_007475121.2
ST6GALNAC4	XP_016283611.2
ST6GALNAC4	XP_007475120.2
ST6GALNAC4	XP_056668444.1
ST6GALNAC4	XP_056668446.1
ST6GALNAC4	XP_056668445.1
ST6GALNAC4	XP_007475124.1
ST6GALNAC4	XP_056668442.1
PIP5KL1	XP_056673112.1
DPM2	XP_007475127.1
DPM2	XP_001366615.2
EEIG1	XP_056668447.1
NAIF1	XP_001362685.1
SLC25A25	XP_001362766.1
SLC25A25	XP_001362852.1
SLC25A25	XP_001363024.2
SLC25A25	XP_007475129.1
SLC25A25	XP_007475130.1
SLC25A25	XP_001362942.1
PTGES2	XP_056668464.1
BBLN	XP_056668465.1
BBLN	XP_007475132.1
BBLN	XP_001366830.1
CIZ1	XP_056668460.1
CIZ1	XP_056668461.1
CIZ1	XP_056668459.1
CIZ1	XP_056668452.1
CIZ1	XP_056668453.1
CIZ1	XP_056668450.1
CIZ1	XP_056668451.1
CIZ1	XP_056668449.1
CIZ1	XP_056668455.1
CIZ1	XP_056668456.1
CIZ1	XP_056668462.1
CIZ1	XP_056668463.1
CIZ1	XP_056668458.1
CIZ1	XP_056668457.1
DNM1	XP_056668488.1
DNM1	XP_056668481.1
DNM1	XP_056668483.1
DNM1	XP_056668491.1
DNM1	XP_056668487.1
DNM1	XP_056668490.1
DNM1	XP_056668482.1
DNM1	XP_056668484.1
DNM1	XP_056668486.1
DNM1	XP_056668489.1
DNM1	XP_056668485.1
DNM1	XP_003339689.2
GOLGA2	XP_056668480.1
GOLGA2	XP_056668479.1
GOLGA2	XP_056668472.1
GOLGA2	XP_056668473.1
GOLGA2	XP_056668469.1
GOLGA2	XP_056668471.1
GOLGA2	XP_056668466.1
GOLGA2	XP_056668477.1
GOLGA2	XP_056668476.1
GOLGA2	XP_056668475.1
GOLGA2	XP_056668470.1
GOLGA2	XP_056668468.1
GOLGA2	XP_056668474.1
GOLGA2	XP_056668467.1
GOLGA2	XP_016289150.2
SWI5	XP_056668492.1
TRUB2	XP_007475135.1
COQ4	XP_001367166.1
SLC27A4	XP_007475136.1
SLC27A4	XP_001367256.1
SLC27A4	XP_016283747.1
URM1	XP_001363113.1
CERCAM	XP_056668495.1
CERCAM	XP_056668496.1
CERCAM	XP_056668494.1
CERCAM	XP_007475137.1
ODF2	XP_007475140.1
ODF2	XP_007475141.2
ODF2	XP_056678587.1
ODF2	XP_007475142.1
ODF2	XP_056678595.1
ODF2	XP_056678615.1
ODF2	XP_007475139.2
ODF2	XP_007475143.2
ODF2	XP_056678581.1
ODF2	XP_007475145.1
ODF2	XP_016283452.1
ODF2	XP_007475144.1
ODF2	XP_007475146.1
GLE1	XP_056678631.1
GLE1	XP_007475150.2
SPTAN1	XP_007475153.1
SPTAN1	XP_056678542.1
SPTAN1	XP_056678546.1
SPTAN1	XP_007475154.1
SPTAN1	XP_016278077.2
SPTAN1	XP_016278083.2
SPTAN1	XP_016278078.2
SPTAN1	XP_016278084.2
SPTAN1	XP_016278081.2
SPTAN1	XP_016278082.2
SPTAN1	XP_003339667.4
SPTAN1	XP_003339668.4
DYNC2I2	XP_001367582.1
SET	XP_001367625.2
PKN3	XP_007475159.1
PKN3	XP_007475160.1
PKN3	XP_007475158.1
ZDHHC12	XP_003339680.1
ZER1	XP_001363446.1
ZER1	XP_007475163.1
ZER1	XP_007475161.1
ZER1	XP_007475162.1
TBC1D13	XP_001363604.1
TBC1D13	XP_056678840.1
TBC1D13	XP_056678838.1
TBC1D13	XP_016289387.1
ENDOG	XP_001367912.1
SPOUT1	XP_056678859.1
SPOUT1	XP_007475167.1
SPOUT1	XP_056678857.1
KYAT1	XP_056678774.1
KYAT1	XP_056678771.1
KYAT1	XP_056678754.1
KYAT1	XP_056678769.1
KYAT1	XP_056678752.1
KYAT1	XP_056678750.1
KYAT1	XP_056678761.1
KYAT1	XP_056678757.1
KYAT1	XP_056678748.1
KYAT1	XP_056678742.1
KYAT1	XP_016287924.1
KYAT1	XP_056678767.1
KYAT1	XP_056678731.1
LRRC8A	XP_007475176.1
LRRC8A	XP_007475175.1
LRRC8A	XP_056678706.1
LRRC8A	XP_007475174.1
LRRC8A	XP_007475177.1
PHYHD1	XP_007475171.1
PHYHD1	XP_056678866.1
PHYHD1	XP_007475173.1
PHYHD1	XP_001368127.2
PHYHD1	XP_007475172.1
DOLK	XP_001368167.3
NUP188	XP_001363762.1
NUP188	XP_056678668.1
NUP188	XP_056678671.1
SH3GLB2	XP_056678796.1
SH3GLB2	XP_056678787.1
SH3GLB2	XP_056678805.1
SH3GLB2	XP_056678802.1
SH3GLB2	XP_056678786.1
SH3GLB2	XP_056678809.1
SH3GLB2	XP_056678791.1
SH3GLB2	XP_056678817.1
SH3GLB2	XP_056678828.1
LOC100013840	XP_056678782.1
MIGA2	XP_056668500.1
MIGA2	XP_016283462.1
MIGA2	XP_007475178.1
MIGA2	XP_056668497.1
MIGA2	XP_007475179.1
MIGA2	XP_056668499.1
MIGA2	XP_007475180.1
DOLPP1	XP_001363935.1
DOLPP1	XP_007475182.1
CRAT	XP_001364014.1
CRAT	XP_007475186.1
CRAT	XP_007475185.1
PTPA	XP_007475184.1
PTPA	XP_001364095.1
IER5L	XP_007475187.1
C1H9orf50	XP_007475193.2
C1H9orf50	XP_056668502.1
C1H9orf50	XP_016283138.2
NTMT1	XP_007475192.1
NTMT1	XP_056668504.1
NTMT1	XP_056668507.1
NTMT1	XP_001364252.1
NTMT1	XP_056668505.1
NTMT1	XP_056668506.1
ASB6	XP_007475191.1
ASB6	XP_007475188.1
ASB6	XP_001364329.1
ASB6	XP_007475189.1
PRRX2	XP_007475194.1
PRRX2	XP_001369196.1
PTGES	XP_007475195.2
PTGES	XP_007475197.1
PTGES	XP_056668510.1
PTGES	XP_056668509.1
PTGES	XP_007475198.1
PTGES	XP_001369224.3
TOR1B	XP_056668512.1
TOR1B	XP_001369279.2
TOR1A	XP_001369302.1
C1H9orf78	XP_056668514.1
C1H9orf78	XP_056668513.1
USP20	XP_007475200.1
USP20	XP_007475202.1
USP20	XP_056668511.1
FNBP1	XP_056668533.1
FNBP1	XP_056668528.1
FNBP1	XP_056668526.1
FNBP1	XP_056668516.1
FNBP1	XP_056668517.1
FNBP1	XP_056668522.1
FNBP1	XP_056668518.1
FNBP1	XP_056668532.1
FNBP1	XP_056668531.1
FNBP1	XP_056668529.1
FNBP1	XP_056668527.1
FNBP1	XP_056668525.1
FNBP1	XP_056668524.1
FNBP1	XP_056668523.1
FNBP1	XP_056668521.1
FNBP1	XP_056668519.1
FNBP1	XP_007475208.1
FNBP1	XP_007475210.1
FNBP1	XP_007475214.1
FNBP1	XP_007475216.1
FNBP1	XP_007475212.1
FNBP1	XP_007475209.1
FNBP1	XP_007475213.1
FNBP1	XP_007475211.1
FNBP1	XP_007475217.1
FNBP1	XP_007475215.1
FNBP1	XP_056668534.1
GPR107	XP_001369513.1
NCS1	XP_001364484.1
HMCN2	XP_056668536.1
HMCN2	XP_056668537.1
HMCN2	XP_056668538.1
HMCN2	XP_007475333.2
ASS1	XP_001364691.2
FUBP3	XP_007475219.1
FUBP3	XP_001369630.2
FUBP3	XP_056668540.1
FUBP3	XP_056668541.1
FUBP3	XP_056668542.1
PRDM12	XP_056668543.1
PRDM12	XP_001369688.2
EXOSC2	XP_003339672.1
EXOSC2	XP_007475221.1
LOC130456462	XP_056668546.1
ABL1	XP_003339673.1
ABL1	XP_007475222.1
LOC100013467	XP_056668545.1
FIBCD1	XP_001369828.2
LAMC3	XP_056668547.1
LAMC3	XP_056668549.1
AIF1L	XP_007475224.1
NUP214	XP_007475225.1
NUP214	XP_007475226.1
NUP214	XP_007475227.1
NUP214	XP_056668550.1
NUP214	XP_007475228.1
NUP214	XP_016283095.1
FAM78A	XP_001370117.1
PLPP7	XP_001370179.1
PLPP7	XP_056668551.1
PRRC2B	XP_007475230.1
PRRC2B	XP_016288280.1
PRRC2B	XP_016288285.1
PRRC2B	XP_016288282.1
PRRC2B	XP_056668566.1
PRRC2B	XP_056668568.1
PRRC2B	XP_056668570.1
PRRC2B	XP_007475229.1
PRRC2B	XP_056668560.1
PRRC2B	XP_056668553.1
PRRC2B	XP_056668561.1
PRRC2B	XP_056668555.1
PRRC2B	XP_056668563.1
PRRC2B	XP_056668557.1
PRRC2B	XP_056668565.1
PRRC2B	XP_056668567.1
PRRC2B	XP_056668569.1
PRRC2B	XP_007475231.1
PRRC2B	XP_056668554.1
PRRC2B	XP_056668562.1
PRRC2B	XP_056668556.1
PRRC2B	XP_056668564.1
PRRC2B	XP_056668559.1
POMT1	XP_007475237.1
POMT1	XP_001370235.2
POMT1	XP_007475238.1
POMT1	XP_056668571.1
UCK1	XP_001365120.1
UCK1	XP_056668572.1
PRRT1B	XP_007475239.1
RAPGEF1	XP_056668591.1
RAPGEF1	XP_056668582.1
RAPGEF1	XP_056668581.1
RAPGEF1	XP_056668589.1
RAPGEF1	XP_056668580.1
RAPGEF1	XP_056668575.1
RAPGEF1	XP_056668578.1
RAPGEF1	XP_056668577.1
RAPGEF1	XP_056668574.1
RAPGEF1	XP_056668576.1
RAPGEF1	XP_056668573.1
RAPGEF1	XP_056668583.1
RAPGEF1	XP_056668579.1
RAPGEF1	XP_056668584.1
RAPGEF1	XP_056668585.1
RAPGEF1	XP_056668588.1
RAPGEF1	XP_056668587.1
RAPGEF1	XP_056668590.1
MED27	XP_003339675.2
NTNG2	XP_007475251.1
NTNG2	XP_003339683.2
SETX	XP_007475254.1
SETX	XP_007475255.1
SETX	XP_056668593.1
SETX	XP_056668594.1
TTF1	XP_016283619.1
TTF1	XP_056668596.1
TTF1	XP_007475257.1
TTF1	XP_056668597.1
TTF1	XP_007475256.1
TTF1	XP_007475258.1
TTF1	XP_056668598.1
CFAP77	XP_007475261.1
BARHL1	XP_001365247.1
DDX31	XP_001370951.1
DDX31	XP_007475264.1
GTF3C4	XP_007475262.3
AK8	XP_003339685.2
AK8	XP_056668606.1
AK8	XP_056668608.1
AK8	XP_056668607.1
SPACA9	XP_056668612.1
SPACA9	XP_056668609.1
SPACA9	XP_056668610.1
SPACA9	XP_007475265.1
SPACA9	XP_007475268.1
SPACA9	XP_007475267.1
SPACA9	XP_007475266.1
TSC1	XP_007475271.1
TSC1	XP_007475273.1
TSC1	XP_056668602.1
TSC1	XP_001371107.1
TSC1	XP_007475274.1
TSC1	XP_007475270.1
TSC1	XP_007475269.1
TSC1	XP_056668605.1
TSC1	XP_056668603.1
TSC1	XP_007475272.1
TSC1	XP_056668601.1
TSC1	XP_056668600.1
GFI1B	XP_003339686.1
GTF3C5	XP_003339676.1
CEL	XP_001371198.1
RALGDS	XP_056668617.1
RALGDS	XP_056668618.1
RALGDS	XP_007475282.1
RALGDS	XP_056668616.1
RALGDS	XP_056668615.1
RALGDS	XP_007475280.1
RALGDS	XP_056668613.1
RALGDS	XP_007475279.1
RALGDS	XP_007475281.1
RALGDS	XP_016278358.1
RALGDS	XP_016278356.1
GBGT1	XP_007475276.1
GBGT1	XP_001371267.1
CCDC180	XP_056668619.1
CCDC180	XP_016278371.2
CCDC180	XP_056668620.1
CCDC180	XP_056668622.1
ABO	XP_056668625.1
ABO	XP_007475283.1
ABO	XP_056668624.1
ABO	XP_056668623.1
LOC107651081	XP_016284977.1
SURF6	XP_001371483.2
MED22	XP_007475285.1
MED22	XP_007475286.1
MED22	XP_016289348.1
MED22	XP_056668631.1
RPL7A	XP_001371557.2
RPL7A	XP_007475284.1
LOC100018300	XP_007475290.1
LOC100018300	XP_007475292.1
LOC100018300	XP_016289336.2
LOC100018300	XP_056668630.1
SURF2	XP_007475288.1
SURF2	XP_007475289.1
SURF4	XP_003339687.1
STKLD1	XP_056668627.1
STKLD1	XP_056668626.1
LOC103095245	XP_056668628.1
REXO4	XP_001371704.2
ADAMTS13	XP_007475294.1
ADAMTS13	XP_001371722.3
ADAMTS13	XP_056668632.1
CACFD1	XP_056668634.1
CACFD1	XP_056668635.1
CACFD1	XP_056668636.1
SLC2A6	XP_007475295.1
SLC2A6	XP_056668633.1
MYMK	XP_001365588.1
ADAMTSL2	XP_007475300.1
ADAMTSL2	XP_007475303.1
ADAMTSL2	XP_007475301.1
ADAMTSL2	XP_007475302.1
ADAMTSL2	XP_007475305.1
FAM163B	XP_007475308.1
FAM163B	XP_056668639.1
FAM163B	XP_056668638.1
DBH	XP_007475311.2
SARDH	XP_001371908.2
SARDH	XP_007475312.2
SARDH	XP_056668640.1
VAV2	XP_056668645.1
VAV2	XP_056668643.1
VAV2	XP_056668644.1
VAV2	XP_056668642.1
VAV2	XP_056668646.1
BRD3OS	XP_056668651.1
BRD3	XP_056668648.1
BRD3	XP_016282181.1
BRD3	XP_016282187.1
BRD3	XP_056668650.1
BRD3	XP_007475316.1
BRD3	XP_007475315.1
BRD3	XP_016282183.1
BRD3	XP_016282182.1
BRD3	XP_016282168.1
BRD3	XP_056668647.1
BRD3	XP_016282176.1
BRD3	XP_016282186.1
BRD3	XP_016282188.1
WDR5	XP_056668652.1
WDR5	XP_056668653.1
RXRA	XP_056668654.1
RXRA	XP_007475321.1
RXRA	XP_056668657.1
RXRA	XP_056668655.1
RXRA	XP_056668658.1
COL5A1	XP_007475323.1
COL5A1	XP_007475324.1
COL5A1	XP_016288617.1
FCN2	XP_007475322.2
OLFM1	XP_001366074.1
OLFM1	XP_007475326.1
OLFM1	XP_001365951.2
PPP1R26	XP_007475361.1
PIERCE1	XP_001372552.1
MRPS2	XP_016283999.2
DIPK1B	XP_056668660.1
DIPK1B	XP_001366197.1
AGPAT2	XP_001372646.3
AGPAT2	XP_056668662.1
EGFL7	XP_007475363.2
EGFL7	XP_007475362.2
EGFL7	XP_007475364.2
EGFL7	XP_007475365.2
NOTCH1	XP_003339701.3
SEC16A	XP_007475368.1
SEC16A	XP_007475367.1
SEC16A	XP_007475370.1
SEC16A	XP_007475369.1
SEC16A	XP_056668664.1
SEC16A	XP_007475371.1
SEC16A	XP_056668665.1
INPP5E	XP_007507885.2
INPP5E	XP_056668666.1
INPP5E	XP_056668667.1
PMPCA	XP_007475379.3
PMPCA	XP_016279772.1
ENTR1	XP_007475377.1
ENTR1	XP_001372882.1
SNAPC4	XP_007475376.1
SNAPC4	XP_007475375.1
SNAPC4	XP_007475372.1
SNAPC4	XP_007475373.1
SNAPC4	XP_056668669.1
SNAPC4	XP_056668670.1
SNAPC4	XP_007475374.1
CARD9	XP_056668673.1
CARD9	XP_056668672.1
DNLZ	XP_001373011.2
GPSM1	XP_056668674.1
CCDC187	XP_056668678.1
CCDC187	XP_056668675.1
CCDC187	XP_007475381.1
CCDC187	XP_007475380.1
CCDC187	XP_007475382.1
CCDC187	XP_007475383.1
CCDC187	XP_056668676.1
CCDC187	XP_056668677.1
CCDC187	XP_056668679.1
CCDC187	XP_056668680.1
CCDC187	XP_056668681.1
QSOX2	XP_007475386.1
QSOX2	XP_001373189.1
LHX3	XP_001366249.1
LHX3	XP_001366305.1
TMEM250	XP_007475389.1
TMEM250	XP_007475388.1
NACC2	XP_001366363.2
NACC2	XP_056668683.1
NACC2	XP_056668682.1
NACC2	XP_056668685.1
NACC2	XP_007475390.2
NACC2	XP_007475391.2
NACC2	XP_056668684.1
UBAC1	XP_001366418.1
CAMSAP1	XP_007475393.1
CAMSAP1	XP_007475395.1
CAMSAP1	XP_001373534.3
CAMSAP1	XP_056668687.1
LOC103092346	XP_007475396.1
KCNT1	XP_056668688.1
KCNT1	XP_056668697.1
KCNT1	XP_056668699.1
KCNT1	XP_056668692.1
KCNT1	XP_056668694.1
KCNT1	XP_056668689.1
KCNT1	XP_056668695.1
KCNT1	XP_056668696.1
KCNT1	XP_056668691.1
KCNT1	XP_056668698.1
KCNT1	XP_056668693.1
SOHLH1	XP_007475401.2
SOHLH1	XP_056668701.1
LOC103094277	XP_007475408.1
LOC103094277	XP_007475407.1
LOC103094747	XP_007475410.1
LOC100619950	XP_007475412.1
LOC100619950	XP_007475411.1
LOC103095354	XP_007475413.1
LOC103095774	XP_056649736.1
LOC100021710	XP_007475415.1
LOC100616686	XP_056673153.1
LOC100616730	XP_056668702.1
PAEP	XP_056673159.1
LOC103097066	XP_007475420.2
LOC103097229	XP_007475423.1
LOC103097229	XP_007475422.1
LOC103098204	XP_007475427.2
LOC103098375	XP_056673166.1
LCN15	XP_007475432.2
LOC100022049	XP_007475447.1
LOC100022070	XP_007475446.1
TMEM141	XP_007475444.1
TMEM141	XP_007475445.1
CCDC183	XP_007475439.1
CCDC183	XP_007475441.1
RABL6	XP_001366532.2
RABL6	XP_007475435.2
RABL6	XP_016279318.1
RABL6	XP_056668703.1
AJM1	XP_007475450.1
AJM1	XP_007475448.1
PHPT1	XP_001366682.1
MAMDC4	XP_056673183.1
EDF1	XP_001366737.1
TRAF2	XP_056668705.1
TRAF2	XP_007475453.1
TRAF2	XP_007475454.1
TRAF2	XP_007475455.1
TRAF2	XP_056668706.1
FBXW5	XP_007475456.1
FBXW5	XP_016283617.1
C8G	XP_007475457.1
LCN12	XP_056668709.1
LCN12	XP_056668708.1
PTGDS	XP_001374266.2
LCNL1	XP_007475462.2
PAXX	XP_007475464.1
PAXX	XP_007475463.1
CLIC3	XP_007475465.1
ABCA2	XP_001366944.3
FUT7	XP_007475468.1
NPDC1	XP_007475469.2
NPDC1	XP_001374372.2
NPDC1	XP_056668711.1
NPDC1	XP_056668710.1
NPDC1	XP_056668712.1
NPDC1	XP_056668714.1
ENTPD2	XP_001374396.1
SAPCD2	XP_007475472.1
SAPCD2	XP_016284067.1
UAP1L1	XP_007475473.1
MAN1B1	XP_007475474.1
MAN1B1	XP_007475478.1
MAN1B1	XP_007475475.1
MAN1B1	XP_007475476.1
MAN1B1	XP_007475477.1
MAN1B1	XP_056668716.1
MAN1B1	XP_056668718.1
MAN1B1	XP_056668717.1
DPP7	XP_007475483.1
LOC100022811	XP_007475486.1
LOC100022811	XP_007475487.1
LOC100022811	XP_007475489.1
NOXA1	XP_056673189.1
EXD3	XP_056668723.1
EXD3	XP_056668724.1
EXD3	XP_056668726.1
EXD3	XP_056668722.1
EXD3	XP_056668725.1
EXD3	XP_056668720.1
EXD3	XP_056668719.1
EXD3	XP_056668727.1
EXD3	XP_056668728.1
EXD3	XP_056668721.1
EXD3	XP_056668729.1
NRARP	XP_056668730.1
TOR4A	XP_016283864.2
TOR4A	XP_007475497.3
TOR4A	XP_056668735.1
TOR4A	XP_016283866.2
TOR4A	XP_056668732.1
TOR4A	XP_056668734.1
TOR4A	XP_056668731.1
TOR4A	XP_056668733.1
NELFB	XP_001366988.1
STPG3	XP_007475499.2
STPG3	XP_056668741.1
CIMIP2A	XP_007475503.2
CIMIP2A	XP_056668740.1
CIMIP2A	XP_056668739.1
CIMIP2A	XP_056668738.1
CIMIP2A	XP_056668737.1
TUBB4B	XP_001367041.1
SLC34A3	XP_007475508.2
SLC34A3	XP_007475507.2
RNF224	XP_056668743.1
CYSRT1	XP_056679061.1
CYSRT1	XP_007475510.2
CYSRT1	XP_007475509.2
RNF208	XP_007475512.1
LOC103099866	XP_007475517.2
LOC103099866	XP_007475516.2
NDOR1	XP_016283590.2
NDOR1	XP_007475514.3
NDOR1	XP_056679002.1
NDOR1	XP_007475515.1
NDOR1	XP_056679006.1
TMEM203	XP_007475513.1
TPRN	XP_007475518.2
SSNA1	XP_056679076.1
SSNA1	XP_001367182.2
ANAPC2	XP_001374984.1
TMEM210	XP_007475520.1
LRRC26	XP_016283010.1
GRIN1	XP_056678919.1
GRIN1	XP_056678951.1
GRIN1	XP_056678963.1
GRIN1	XP_056678955.1
GRIN1	XP_056678934.1
GRIN1	XP_056678927.1
GRIN1	XP_056678942.1
GRIN1	XP_056678922.1
GRIN1	XP_056678968.1
GRIN1	XP_056678959.1
ZMYND19	XP_001367230.1
ZMYND19	XP_056679174.1
PNPLA7	XP_056679094.1
PNPLA7	XP_056679097.1
PNPLA7	XP_056679144.1
PNPLA7	XP_056679145.1
PNPLA7	XP_056679150.1
PNPLA7	XP_007475527.1
PNPLA7	XP_056679167.1
PNPLA7	XP_056679154.1
PNPLA7	XP_056679121.1
PNPLA7	XP_056679133.1
PNPLA7	XP_016279108.2
PNPLA7	XP_056679130.1
PNPLA7	XP_007475523.2
PNPLA7	XP_056679141.1
PNPLA7	XP_016279111.2
PNPLA7	XP_007475522.2
MRPL41	XP_056679200.1
LOC100617155	XP_056679211.1
NSMF	XP_003339717.1
NSMF	XP_001367329.1
LOC100023686	XP_007475529.2
LOC100023686	XP_056679225.1
ARRDC1	XP_001375188.4
EHMT1	XP_056679274.1
EHMT1	XP_056679261.1
EHMT1	XP_056679265.1
EHMT1	XP_056679307.1
EHMT1	XP_056679293.1
EHMT1	XP_056679289.1
EHMT1	XP_056679294.1
EHMT1	XP_056679302.1
EHMT1	XP_056679277.1
EHMT1	XP_056679285.1
EHMT1	XP_056679284.1
EHMT1	XP_056679298.1
EHMT1	XP_056679301.1
EHMT1	XP_056679240.1
EHMT1	XP_056679254.1
EHMT1	XP_056679248.1
EHMT1	XP_056679263.1
EHMT1	XP_056679273.1
EHMT1	XP_056679271.1
CACNA1B	XP_056668744.1
LOC100023942	XP_007475535.1
LOC100023942	XP_016283905.1
LOC100023942	XP_016283904.1
LOC100023942	XP_016283906.1
PCMTD2	XP_001367514.1
PCMTD2	XP_007475536.1
MYT1	XP_056668747.1
MYT1	XP_007475541.1
MYT1	XP_056668752.1
MYT1	XP_016283444.1
MYT1	XP_056668750.1
MYT1	XP_016283443.1
MYT1	XP_056668751.1
MYT1	XP_056668748.1
MYT1	XP_007475538.1
MYT1	XP_056668746.1
MYT1	XP_007475540.1
MYT1	XP_007475539.1
MYT1	XP_007475537.1
MYT1	XP_056668749.1
NPBWR2	XP_016284049.1
OPRL1	XP_056668753.1
OPRL1	XP_056668754.1
LKAAEAR1	XP_007475548.2
LKAAEAR1	XP_007475550.2
LKAAEAR1	XP_007475551.2
LKAAEAR1	XP_007475549.2
RGS19	XP_056668758.1
RGS19	XP_056668759.1
RGS19	XP_007475553.1
RGS19	XP_001367556.1
TCEA2	XP_056668757.1
TCEA2	XP_056668756.1
SOX18	XP_007475557.3
C1H20orf204	XP_056668762.1
C1H20orf204	XP_056668761.1
PRPF6	XP_056668760.1
SAMD10	XP_001367604.1
SAMD10	XP_007475558.1
ZNF512B	XP_056668763.1
ZNF512B	XP_056668764.1
ZNF512B	XP_056668765.1
UCKL1	XP_007475562.1
UCKL1	XP_007475560.1
UCKL1	XP_007475563.1
UCKL1	XP_007475564.1
UCKL1	XP_007475561.1
UCKL1	XP_007475565.1
UCKL1	XP_007475566.1
UCKL1	XP_001375670.2
UCKL1	XP_056668766.1
LOC100024449	XP_007475568.2
LOC100024449	XP_007475567.2
DNAJC5	XP_001367644.1
DNAJC5	XP_016281929.1
DNAJC5	XP_056668767.1
DNAJC5	XP_056668768.1
TPD52L2	XP_007475594.1
TPD52L2	XP_007475595.1
TPD52L2	XP_007475592.1
TPD52L2	XP_007475597.1
TPD52L2	XP_007475593.1
TPD52L2	XP_007475590.1
ABHD16B	XP_001375749.1
ZBTB46	XP_056668772.1
ZBTB46	XP_056668782.1
ZBTB46	XP_056668775.1
ZBTB46	XP_056668778.1
ZBTB46	XP_056668783.1
ZBTB46	XP_007475572.2
ZBTB46	XP_007475582.2
ZBTB46	XP_007475584.2
ZBTB46	XP_007475585.2
ZBTB46	XP_007475580.2
ZBTB46	XP_056668774.1
ZBTB46	XP_056668777.1
ZBTB46	XP_056668779.1
ZBTB46	XP_007475583.2
ZBTB46	XP_056668776.1
ZBTB46	XP_007475581.2
ZBTB46	XP_056668773.1
ZBTB46	XP_007475578.2
ZBTB46	XP_056668771.1
ZBTB46	XP_056668780.1
ZBTB46	XP_056668781.1
ZBTB46	XP_007475588.1
ZBTB46	XP_007475586.1
ZBTB46	XP_056668784.1
ZBTB46	XP_007475587.1
SLC2A4RG	XP_056668789.1
SLC2A4RG	XP_056668791.1
SLC2A4RG	XP_056668787.1
SLC2A4RG	XP_056668788.1
LIME1	XP_007475599.2
LIME1	XP_056668792.1
ZGPAT	XP_056668786.1
ZGPAT	XP_001367772.1
ZGPAT	XP_007475600.1
ZGPAT	XP_056668785.1
ARFRP1	XP_001367811.1
ARFRP1	XP_056668793.1
TNFRSF6B	XP_007475603.2
RTEL1	XP_056668769.1
RTEL1	XP_007475601.2
RTEL1	XP_007475602.2
RTEL1	XP_056668770.1
STMN3	XP_007475613.1
GMEB2	XP_007475608.1
GMEB2	XP_056668796.1
GMEB2	XP_001367856.2
GMEB2	XP_016281525.1
GMEB2	XP_056668797.1
GMEB2	XP_016281523.1
GMEB2	XP_056668795.1
GMEB2	XP_056668798.1
HELZ2	XP_007475614.1
HELZ2	XP_007475616.1
HELZ2	XP_007475615.1
HELZ2	XP_056668800.1
LOC100024961	XP_001376045.3
FNDC11	XP_007475617.1
FNDC11	XP_056668802.1
FNDC11	XP_007475618.1
FNDC11	XP_007475619.1
SRMS	XP_056668801.1
SRMS	XP_001376096.2
PTK6	XP_001376111.1
PPDPF	XP_056668803.1
EEF1A2	XP_056668804.1
EEF1A2	XP_056668810.1
EEF1A2	XP_056668807.1
EEF1A2	XP_056668805.1
EEF1A2	XP_056668806.1
EEF1A2	XP_056668809.1
EEF1A2	XP_056668808.1
KCNQ2	XP_001368037.1
KCNQ2	XP_001367971.1
KCNQ2	XP_001367934.1
KCNQ2	XP_007475622.1
KCNQ2	XP_007475621.1
KCNQ2	XP_056668815.1
KCNQ2	XP_001368002.1
KCNQ2	XP_007475626.1
KCNQ2	XP_007475627.1
KCNQ2	XP_016283686.1
KCNQ2	XP_007475623.1
KCNQ2	XP_056668811.1
KCNQ2	XP_056668812.1
KCNQ2	XP_007475624.1
KCNQ2	XP_056668814.1
CHRNA4	XP_001376203.2
COL20A1	XP_056668818.1
COL20A1	XP_056668816.1
COL20A1	XP_056668819.1
COL20A1	XP_056668820.1
ARFGAP1	XP_001368073.1
ARFGAP1	XP_007475629.1
ARFGAP1	XP_016283307.1
NKAIN4	XP_056668822.1
NKAIN4	XP_007475633.1
NKAIN4	XP_056668825.1
NKAIN4	XP_007475634.1
NKAIN4	XP_056668821.1
NKAIN4	XP_056668823.1
NKAIN4	XP_001376264.3
NKAIN4	XP_007475632.1
BIRC7	XP_016284071.1
YTHDF1	XP_056668826.1
YTHDF1	XP_056668827.1
BHLHE23	XP_001368110.3
SLC17A9	XP_001376443.4
SLC17A9	XP_007475639.1
SLC17A9	XP_056668844.1
DIDO1	XP_056668837.1
DIDO1	XP_056668831.1
DIDO1	XP_056668833.1
DIDO1	XP_056668835.1
DIDO1	XP_007475653.1
DIDO1	XP_007475652.1
DIDO1	XP_007475654.1
DIDO1	XP_056668828.1
DIDO1	XP_056668829.1
DIDO1	XP_056668830.1
DIDO1	XP_007475659.1
DIDO1	XP_007475658.1
DIDO1	XP_016288001.1
DIDO1	XP_056668836.1
DIDO1	XP_016287998.1
DIDO1	XP_056668834.1
DIDO1	XP_007475656.1
GID8	XP_001368152.1
GID8	XP_007475638.1
TCFL5	XP_007475647.1
TCFL5	XP_056668843.1
TCFL5	XP_007475644.2
TCFL5	XP_007475645.2
TCFL5	XP_056668839.1
TCFL5	XP_007475643.2
TCFL5	XP_056668842.1
TCFL5	XP_007475648.2
TCFL5	XP_056668840.1
TCFL5	XP_001376522.4
COL9A3	XP_007475641.1
OGFR	XP_007475661.2
OGFR	XP_007475660.2
MRGBP	XP_056668845.1
MRGBP	XP_001376590.3
MRGBP	XP_056668846.1
