LOC118853631	XP_036619699.1
HNMT	XP_036600294.1
THSD7B	XP_036602777.1
LOC118839420	XP_036602778.1
CXCR4	XP_036601201.1
DARS1	XP_036601399.1
MCM6	XP_036598396.1
LCT	XP_036602937.1
LOC118837034	XP_036599958.1
UBXN4	XP_036600477.1
R3HDM1	XP_036598910.1
R3HDM1	XP_036598904.1
R3HDM1	XP_036598906.1
R3HDM1	XP_036598903.1
R3HDM1	XP_036598909.1
R3HDM1	XP_036598907.1
R3HDM1	XP_036598908.1
ZRANB3	XP_036601775.1
RAB3GAP1	XP_036600622.1
MAP3K19	XP_036603773.1
CCNT2	XP_036599156.1
CCNT2	XP_036599154.1
CCNT2	XP_036599155.1
CCNT2	XP_036599157.1
ACMSD	XP_036600464.1
ACMSD	XP_036600463.1
TMEM163	XP_036600466.1
TMEM163	XP_036600465.1
MGAT5	XP_036603470.1
LOC118837039	XP_036599960.1
LOC118837040	XP_036599961.1
LOC118837041	XP_036599962.1
LOC118837043	XP_036599964.1
LYPD1	XP_036598900.1
GPR39	XP_036598899.1
SLC35F5	XP_036599291.1
SLC35F5	XP_036599292.1
ACTR3	XP_036600121.1
LOC118838552	XP_036601791.1
LOC118837048	XP_036599965.1
DPP10	XP_036601790.1
LOC118838176	XP_036601291.1
DDX18	XP_036601480.1
LOC118835521	XP_036598606.1
CCDC93	XP_036599344.1
CCDC93	XP_036599343.1
INSIG2	XP_036600592.1
INSIG2	XP_036600594.1
INSIG2	XP_036600593.1
LOC118837052	XP_036599966.1
EN1	XP_036603716.1
MARCO	XP_036602746.1
C1QL2	XP_036603259.1
C1QL2	XP_036603260.1
C1QL2	XP_036603258.1
STEAP3	XP_036599308.1
STEAP3	XP_036599309.1
STEAP3	XP_036599310.1
STEAP3	XP_036599311.1
C2H2orf76	XP_036602207.1
C2H2orf76	XP_036602206.1
DBI	XP_036602208.1
TMEM37	XP_036598867.1
SCTR	XP_036602183.1
CFAP221	XP_036600506.1
TMEM177	XP_036599968.1
LOC118837056	XP_036599969.1
PTPN4	XP_036598890.1
PTPN4	XP_036598889.1
EPB41L5	XP_036599414.1
EPB41L5	XP_036599416.1
EPB41L5	XP_036599415.1
RALB	XP_036602415.1
RALB	XP_036602411.1
RALB	XP_036602409.1
RALB	XP_036602413.1
RALB	XP_036602412.1
RALB	XP_036602410.1
RALB	XP_036602416.1
RALB	XP_036602417.1
RALB	XP_036602418.1
RALB	XP_036602419.1
RALB	XP_036602414.1
INHBB	XP_036598458.1
LOC118837061	XP_036599970.1
GLI2	XP_036601626.1
TFCP2L1	XP_036602283.1
CLASP1	XP_036600666.1
CLASP1	XP_036600667.1
CLASP1	XP_036600665.1
NIFK	XP_036600374.1
TSN	XP_036600375.1
LOC118837073	XP_036599972.1
LOC118837074	XP_036599973.1
LOC118836154	XP_036599408.1
LOC118836067	XP_036599314.1
BIN1	XP_036600019.1
BIN1	XP_036600018.1
BIN1	XP_036600017.1
BIN1	XP_036600021.1
BIN1	XP_036600023.1
BIN1	XP_036600022.1
BIN1	XP_036600020.1
LOC118835355	XP_036598443.1
ERCC3	XP_036602246.1
MAP3K2	XP_036601464.1
PROC	XP_036600897.1
PROC	XP_036600896.1
LOC118835618	XP_036598714.1
LOC118835618	XP_036598717.1
LOC118835618	XP_036598716.1
LOC118835618	XP_036598713.1
IWS1	XP_036598711.1
IWS1	XP_036598712.1
MYO7B	XP_036599976.1
LIMS2	XP_036600330.1
LIMS2	XP_036600331.1
GPR17	XP_036600332.1
SFT2D3	XP_036600177.1
WDR33	XP_036600173.1
WDR33	XP_036600174.1
WDR33	XP_036600175.1
WDR33	XP_036600176.1
POLR2D	XP_036602713.1
AMMECR1L	XP_036603047.1
AMMECR1L	XP_036603046.1
SAP130	XP_036603044.1
SAP130	XP_036603045.1
SAP130	XP_036603043.1
LOC118839271	XP_036602614.1
UGGT1	XP_036598554.1
UGGT1	XP_036598555.1
HS6ST1	XP_036599348.1
LOC118836020	XP_036599253.1
LOC118837087	XP_036599977.1
LOC118838509	XP_036601719.1
LOC118838967	XP_036602244.1
PLEKHB2	XP_036601835.1
LOC118840116	XP_036603517.1
FAM168B	XP_036600106.1
ARHGEF4	XP_036600333.1
ARHGEF4	XP_036600334.1
LOC118837514	XP_036600335.1
AMER3	XP_036602500.1
LOC118837090	XP_036599978.1
GPR148	XP_036598796.1
GPR148	XP_036598793.1
GPR148	XP_036598791.1
GPR148	XP_036598795.1
GPR148	XP_036598794.1
GPR148	XP_036598792.1
PXYLP1	XP_036598707.1
PXYLP1	XP_036598708.1
LOC118838462	XP_036601667.1
LOC118838556	XP_036601795.1
SPSB4	XP_036602229.1
SLC25A36	XP_036601307.1
SLC25A36	XP_036601308.1
TRIM42	XP_036603595.1
TRIM42	XP_036603596.1
CLSTN2	XP_036599979.1
LOC118837095	XP_036599980.1
NMNAT3	XP_036603788.1
NMNAT3	XP_036603787.1
RBP1	XP_036601287.1
RBP2	XP_036603217.1
COPB2	XP_036602235.1
MRPS22	XP_036599981.1
FOXL2	XP_036598404.1
PIK3CB	XP_036601526.1
PIK3CB	XP_036601528.1
PIK3CB	XP_036601527.1
FAIM	XP_036601232.1
CEP70	XP_036602797.1
CEP70	XP_036602796.1
CEP70	XP_036602800.1
CEP70	XP_036602798.1
CEP70	XP_036602799.1
CEP70	XP_036602801.1
CEP70	XP_036602802.1
ESYT3	XP_036602698.1
MRAS	XP_036601206.1
MRAS	XP_036601207.1
NME9	XP_036600589.1
ARMC8	XP_036600590.1
DBR1	XP_036603553.1
A4GNT	XP_036599982.1
LOC118835615	XP_036598709.1
DZIP1L	XP_036603183.1
CLDN18	XP_036599983.1
LOC118835468	XP_036598551.1
SOX14	XP_036603771.1
IL20RB	XP_036598575.1
NCK1	XP_036601710.1
NCK1	XP_036601713.1
NCK1	XP_036601711.1
NCK1	XP_036601712.1
SLC35G2	XP_036602130.1
STAG1	XP_036598588.1
PCCB	XP_036602266.1
MSL2	XP_036601672.1
MSL2	XP_036601670.1
MSL2	XP_036601671.1
PPP2R3A	XP_036601668.1
PPP2R3A	XP_036601669.1
EPHB1	XP_036599984.1
KY	XP_036602291.1
CEP63	XP_036603800.1
CEP63	XP_036603797.1
CEP63	XP_036603801.1
CEP63	XP_036603798.1
CEP63	XP_036603799.1
ANAPC13	XP_036598656.1
AMOTL2	XP_036601357.1
LOC118838788	XP_036602044.1
RYK	XP_036602508.1
RYK	XP_036602509.1
SLCO2A1	XP_036603705.1
RAB6B	XP_036602233.1
SRPRB	XP_036600225.1
NDUFB11	XP_036600226.1
LOC118837447	XP_036600224.1
LOC118835858	XP_036599035.1
LOC118835858	XP_036599034.1
LOC118836121	XP_036599368.1
LOC118839967	XP_036603373.1
PAK2	XP_036599366.1
PAK2	XP_036599367.1
PIGX	XP_036600953.1
CEP19	XP_036600955.1
CEP19	XP_036600954.1
CEP19	XP_036600956.1
CEP19	XP_036600957.1
NRROS	XP_036598457.1
FBXO45	XP_036603602.1
WDR53	XP_036602438.1
WDR53	XP_036602436.1
WDR53	XP_036602443.1
WDR53	XP_036602442.1
WDR53	XP_036602439.1
WDR53	XP_036602437.1
WDR53	XP_036602440.1
WDR53	XP_036602441.1
SMCO1	XP_036603645.1
RNF168	XP_036602484.1
UBXN7	XP_036598951.1
TM4SF19	XP_036598462.1
PCYT1A	XP_036599362.1
SLC51A	XP_036602058.1
ZDHHC19	XP_036603709.1
ZDHHC19	XP_036603708.1
TFRC	XP_036603795.1
TFRC	XP_036603794.1
TNK2	XP_036602262.1
TNK2	XP_036602260.1
TNK2	XP_036602261.1
MUC4	XP_036599985.1
LOC118840122	XP_036603526.1
MUC20	XP_036599986.1
LOC118840215	XP_036603607.1
LOC118840215	XP_036603609.1
RUBCN	XP_036600565.1
RUBCN	XP_036600561.1
RUBCN	XP_036600558.1
RUBCN	XP_036600559.1
RUBCN	XP_036600564.1
RUBCN	XP_036600563.1
RUBCN	XP_036600562.1
RUBCN	XP_036600560.1
FYTTD1	XP_036601466.1
FYTTD1	XP_036601465.1
LRCH3	XP_036599203.1
LRCH3	XP_036599207.1
LRCH3	XP_036599202.1
LRCH3	XP_036599204.1
LRCH3	XP_036599206.1
LRCH3	XP_036599205.1
IQCG	XP_036603225.1
RPL35A	XP_036603226.1
LMLN	XP_036599987.1
LOC118837111	XP_036599988.1
OSBPL11	XP_036602073.1
OSBPL11	XP_036602074.1
SNX4	XP_036601923.1
SNX4	XP_036601924.1
ZNF148	XP_036598853.1
LOC118835715	XP_036598854.1
LOC118835715	XP_036598855.1
SLC12A8	XP_036599989.1
HEG1	XP_036600651.1
MUC13	XP_036599990.1
CLDN8	XP_036603544.1
ITGB5	XP_036601166.1
UMPS	XP_036602545.1
KALRN	XP_036603387.1
KALRN	XP_036603385.1
KALRN	XP_036603386.1
KALRN	XP_036603384.1
LOC118839981	XP_036603383.1
LOC118839840	XP_036603247.1
CCDC14	XP_036603388.1
CCDC14	XP_036603390.1
CCDC14	XP_036603389.1
CCDC14	XP_036603391.1
LOC118838823	XP_036602085.1
MYLK	XP_036602677.1
MYLK	XP_036602678.1
HACD2	XP_036600683.1
HACD2	XP_036600684.1
ADCY5	XP_036600340.1
SEC22A	XP_036600367.1
SEC22A	XP_036600368.1
PDIA5	XP_036602191.1
LOC118838916	XP_036602193.1
SEMA5B	XP_036598383.1
SLC49A4	XP_036598775.1
HSPBAP1	XP_036601891.1
HSPBAP1	XP_036601890.1
HSPBAP1	XP_036601893.1
HSPBAP1	XP_036601892.1
LOC118839272	XP_036602616.1
LOC118837116	XP_036599991.1
LOC118837117	XP_036599992.1
LOC118840315	XP_036603693.1
LOC118837118	XP_036599993.1
LOC118838041	XP_036601139.1
LOC118838041	XP_036601137.1
LOC118838041	XP_036601138.1
LOC118837662	XP_036600566.1
LOC118837377	XP_036600120.1
PARP9	XP_036603617.1
LOC118838479	XP_036601685.1
LOC118836141	XP_036599389.1
LOC118836140	XP_036599388.1
KPNA1	XP_036602917.1
LOC118839549	XP_036602918.1
FAM162A	XP_036601691.1
CCDC58	XP_036599994.1
LOC118837122	XP_036599995.1
LOC118839255	XP_036602604.1
LOC118835971	XP_036599173.1
LOC118837123	XP_036599996.1
LOC118837125	XP_036599997.1
LOC118835583	XP_036598676.1
LOC118837126	XP_036599998.1
LOC118835788	XP_036598948.1
LOC118835891	XP_036599079.1
CASR	XP_036602511.1
CD86	XP_036601989.1
ILDR1	XP_036599999.1
FBXO40	XP_036603420.1
FBXO40	XP_036603421.1
HCLS1	XP_036602694.1
HCLS1	XP_036602695.1
GOLGB1	XP_036600808.1
GOLGB1	XP_036600806.1
GOLGB1	XP_036600809.1
GOLGB1	XP_036600807.1
IQCB1	XP_036601332.1
EAF2	XP_036601333.1
SLC15A2	XP_036600721.1
LOC118837130	XP_036600000.1
POLQ	XP_036600001.1
STXBP5L	XP_036600002.1
GTF2E1	XP_036601002.1
GTF2E1	XP_036601001.1
GTF2E1	XP_036601000.1
RABL3	XP_036601003.1
HGD	XP_036600486.1
NDUFB4	XP_036603464.1
FSTL1	XP_036601611.1
LOC118837136	XP_036600003.1
LRRC58	XP_036598671.1
GPR156	XP_036600305.1
GPR156	XP_036600306.1
GPR156	XP_036600307.1
GSK3B	XP_036602097.1
GSK3B	XP_036602099.1
GSK3B	XP_036602096.1
GSK3B	XP_036602098.1
LOC118840137	XP_036603540.1
NR1I2	XP_036600004.1
CFAP91	XP_036602131.1
LOC118840292	XP_036603661.1
POPDC2	XP_036598786.1
POPDC2	XP_036598785.1
LOC118835895	XP_036599085.1
LOC118835895	XP_036599084.1
CD80	XP_036602914.1
TIMMDC1	XP_036598559.1
TIMMDC1	XP_036598560.1
TIMMDC1	XP_036598561.1
POGLUT1	XP_036599298.1
TMEM39A	XP_036602005.1
ARHGAP31	XP_036599858.1
B4GALT4	XP_036603255.1
B4GALT4	XP_036603254.1
UPK1B	XP_036601583.1
TEX55	XP_036600679.1
IGSF11	XP_036598440.1
LOC118838737	XP_036601997.1
LOC118839621	XP_036603010.1
LOC118839018	XP_036602299.1
LOC118840108	XP_036603507.1
LOC118840108	XP_036603508.1
GAP43	XP_036600005.1
LOC118835646	XP_036598751.1
ZBTB20	XP_036600203.1
TIGIT	XP_036600006.1
LOC118839400	XP_036602752.1
DRD3	XP_036602501.1
DRD3	XP_036602502.1
QTRT2	XP_036602220.1
CCDC191	XP_036601730.1
ZDHHC23	XP_036603514.1
LOC118837143	XP_036600007.1
GRAMD1C	XP_036600775.1
GRAMD1C	XP_036600774.1
ATP6V1A	XP_036600840.1
ATP6V1A	XP_036600841.1
ATP6V1A	XP_036600842.1
NAA50	XP_036600843.1
NAA50	XP_036600844.1
USF3	XP_036598913.1
SIDT1	XP_036601813.1
LOC118838575	XP_036601814.1
SPICE1	XP_036602172.1
CFAP44	XP_036602238.1
BOC	XP_036602241.1
BOC	XP_036602240.1
BOC	XP_036602239.1
LOC118837442	XP_036600214.1
NEPRO	XP_036603272.1
GTPBP8	XP_036602100.1
CD200R1	XP_036602101.1
LOC118837145	XP_036600008.1
LOC118837148	XP_036600009.1
CCDC80	XP_036601388.1
CCDC80	XP_036601390.1
CCDC80	XP_036601391.1
LOC118837149	XP_036600010.1
SLC35A5	XP_036600160.1
SLC35A5	XP_036600161.1
SLC35A5	XP_036600162.1
LOC118837407	XP_036600164.1
ATG3	XP_036600163.1
BTLA	XP_036601437.1
LOC118839975	XP_036603378.1
LOC118839975	XP_036603377.1
LOC118839975	XP_036603379.1
LOC118837151	XP_036600012.1
SLC9C1	XP_036600013.1
GCSAM	XP_036600014.1
C2H3orf52	XP_036598353.1
TMPRSS7	XP_036601257.1
TAGLN3	XP_036601606.1
TAGLN3	XP_036601605.1
ABHD10	XP_036603087.1
PHLDB2	XP_036603453.1
PHLDB2	XP_036603452.1
PHLDB2	XP_036603450.1
PHLDB2	XP_036603456.1
PHLDB2	XP_036603454.1
PHLDB2	XP_036603451.1
PHLDB2	XP_036603449.1
PHLDB2	XP_036603457.1
PHLDB2	XP_036603455.1
PHLDB2	XP_036603458.1
PLCXD2	XP_036602176.1
CD96	XP_036601540.1
NECTIN3	XP_036601037.1
NECTIN3	XP_036601036.1
LOC118837974	XP_036601038.1
LOC118839191	XP_036602540.1
LOC118835420	XP_036598504.1
LOC118835312	XP_036598398.1
LOC118838662	XP_036601908.1
C2H3orf85	XP_036600460.1
LOC118840367	XP_036603752.1
MORC1	XP_036600015.1
GUCA1C	XP_036598732.1
LOC118837157	XP_036600016.1
DZIP3	XP_036602052.1
CIP2A	XP_036601914.1
MYH15	XP_036600024.1
HHLA2	XP_036601443.1
IFT57	XP_036603727.1
CD47	XP_036601958.1
CD47	XP_036601959.1
CD47	XP_036601960.1
CD47	XP_036601961.1
BBX	XP_036601654.1
BBX	XP_036601655.1
BBX	XP_036601652.1
BBX	XP_036601656.1
BBX	XP_036601653.1
LOC118839252	XP_036602602.1
CCDC54	XP_036599243.1
CBLB	XP_036601869.1
CBLB	XP_036601870.1
CBLB	XP_036601871.1
ALCAM	XP_036602681.1
ALCAM	XP_036602680.1
LOC118837166	XP_036600025.1
LOC118838696	XP_036601950.1
LOC118839762	XP_036603179.1
LOC118838805	XP_036602063.1
LOC118839133	XP_036602471.1
LOC118838817	XP_036602078.1
LOC118838869	XP_036602136.1
LOC118838869	XP_036602135.1
ZPLD1	XP_036598345.1
RBM41	XP_036600026.1
LOC118837172	XP_036600027.1
LOC118835682	XP_036598806.1
LOC118838995	XP_036602274.1
NFKBIZ	XP_036600658.1
NFKBIZ	XP_036600657.1
NXPE3	XP_036602794.1
NXPE3	XP_036602793.1
NXPE3	XP_036602795.1
NXPE3	XP_036602792.1
CEP97	XP_036600740.1
RPL24	XP_036598672.1
ZBTB11	XP_036602705.1
LOC118837399	XP_036600148.1
TRMT10C	XP_036603651.1
LOC118837886	XP_036600919.1
LOC118837886	XP_036600920.1
LOC118837886	XP_036600921.1
SENP7	XP_036600918.1
IMPG2	XP_036598461.1
LOC118836149	XP_036599397.1
LOC118837175	XP_036600028.1
TFG	XP_036599396.1
TFG	XP_036599395.1
ADGRG7	XP_036600029.1
LOC118835871	XP_036599056.1
LOC118835871	XP_036599057.1
LOC118838542	XP_036601779.1
LOC118837731	XP_036600685.1
TMEM45A	XP_036598963.1
LNP1	XP_036603432.1
LOC118840032	XP_036603433.1
TOMM70	XP_036599208.1
NIT2	XP_036600205.1
NIT2	XP_036600206.1
TBC1D23	XP_036600380.1
TBC1D23	XP_036600379.1
LOC118837547	XP_036600381.1
LOC118837179	XP_036600030.1
CMSS1	XP_036600873.1
FILIP1L	XP_036600872.1
COL8A1	XP_036598825.1
COL8A1	XP_036598826.1
COL8A1	XP_036598828.1
COL8A1	XP_036598827.1
LOC118837181	XP_036600032.1
LOC118837182	XP_036600033.1
DCBLD2	XP_036602230.1
ST3GAL6	XP_036600351.1
ST3GAL6	XP_036600350.1
ST3GAL6	XP_036600352.1
LOC118837183	XP_036600034.1
LOC118839842	XP_036603248.1
LOC118836002	XP_036599230.1
LOC118835881	XP_036599070.1
EVA1C	XP_036601512.1
EVA1C	XP_036601511.1
CFAP298	XP_036601514.1
CFAP298	XP_036601513.1
CFAP298	XP_036601515.1
SYNJ1	XP_036599066.1
SYNJ1	XP_036599067.1
SYNJ1	XP_036599068.1
SYNJ1	XP_036599063.1
SYNJ1	XP_036599062.1
SYNJ1	XP_036599065.1
SYNJ1	XP_036599064.1
PAXBP1	XP_036600660.1
PAXBP1	XP_036600659.1
C2H21orf62	XP_036603380.1
OLIG2	XP_036602295.1
OLIG1	XP_036601740.1
IFNAR2	XP_036600643.1
IFNAR2	XP_036600644.1
IL10RB	XP_036602773.1
IFNAR1	XP_036601885.1
LOC118839246	XP_036602597.1
LOC118839660	XP_036603061.1
IFNGR2	XP_036601288.1
TMEM50B	XP_036601056.1
TMEM50B	XP_036601051.1
TMEM50B	XP_036601050.1
TMEM50B	XP_036601053.1
TMEM50B	XP_036601052.1
TMEM50B	XP_036601055.1
TMEM50B	XP_036601054.1
DNAJC28	XP_036598446.1
GART	XP_036600690.1
GART	XP_036600689.1
GART	XP_036600687.1
GART	XP_036600688.1
LOC118837189	XP_036600035.1
SON	XP_036600602.1
SON	XP_036600600.1
SON	XP_036600603.1
SON	XP_036600598.1
SON	XP_036600595.1
SON	XP_036600599.1
SON	XP_036600596.1
SON	XP_036600597.1
DONSON	XP_036600604.1
DONSON	XP_036600605.1
CRYZL1	XP_036600609.1
CRYZL1	XP_036600611.1
CRYZL1	XP_036600606.1
CRYZL1	XP_036600612.1
CRYZL1	XP_036600610.1
CRYZL1	XP_036600608.1
CRYZL1	XP_036600607.1
CRYZL1	XP_036600613.1
ITSN1	XP_036600616.1
ITSN1	XP_036600614.1
ITSN1	XP_036600615.1
ATP5PO	XP_036602733.1
SLC5A3	XP_036600377.1
MRPS6	XP_036600378.1
LOC118840187	XP_036603573.1
KCNE2	XP_036598872.1
SMIM11A	XP_036602697.1
FAM243A	XP_036598883.1
SMIM34A	XP_036600036.1
KCNE1	XP_036603505.1
LOC118839288	XP_036602641.1
LOC118839288	XP_036602642.1
RCAN1	XP_036600710.1
RCAN1	XP_036600712.1
RCAN1	XP_036600713.1
CLIC6	XP_036600714.1
CLIC6	XP_036600715.1
CLIC6	XP_036600716.1
RUNX1	XP_036603130.1
LOC118835530	XP_036598613.1
SETD4	XP_036601356.1
LOC118840102	XP_036603503.1
LOC118838898	XP_036602171.1
TIAM1	XP_036601517.1
SOD1	XP_036599289.1
SCAF4	XP_036599283.1
SCAF4	XP_036599284.1
SCAF4	XP_036599286.1
SCAF4	XP_036599288.1
SCAF4	XP_036599287.1
SCAF4	XP_036599285.1
LOC118836047	XP_036599290.1
TRAPPC10	XP_036600199.1
TRAPPC10	XP_036600198.1
TRAPPC10	XP_036600200.1
ETS2	XP_036601819.1
ETS2	XP_036601820.1
ERG	XP_036602790.1
KCNJ15	XP_036602689.1
KCNJ6	XP_036603644.1
DYRK1A	XP_036600285.1
DYRK1A	XP_036600284.1
DYRK1A	XP_036600286.1
VPS26C	XP_036603538.1
TTC3	XP_036603868.1
LOC118838341	XP_036601498.1
LOC118838341	XP_036601499.1
C2H21orf91	XP_036601548.1
C2H21orf91	XP_036601551.1
C2H21orf91	XP_036601552.1
CHODL	XP_036603151.1
TMPRSS15	XP_036602610.1
LOC118835991	XP_036599216.1
LOC118835991	XP_036599217.1
LOC118835991	XP_036599218.1
NCAM2	XP_036600797.1
CCT8	XP_036601613.1
USP16	XP_036600764.1
RWDD2B	XP_036600765.1
RWDD2B	XP_036600766.1
LTN1	XP_036600165.1
N6AMT1	XP_036602045.1
ADAMTS5	XP_036601676.1
ADAMTS1	XP_036602609.1
LOC118835857	XP_036599033.1
LOC118835857	XP_036599032.1
DOP1B	XP_036600677.1
MORC3	XP_036601373.1
CHAF1B	XP_036601865.1
CLDN14	XP_036603682.1
LOC118836017	XP_036599247.1
LOC118835811	XP_036598979.1
SIM2	XP_036603695.1
HLCS	XP_036600880.1
HLCS	XP_036600879.1
GABPA	XP_036603823.1
GABPA	XP_036603822.1
GABPA	XP_036603824.1
GABPA	XP_036603825.1
ATP5PF	XP_036603828.1
ATP5PF	XP_036603827.1
JAM2	XP_036601298.1
JAM2	XP_036601297.1
LOC118838938	XP_036602216.1
MRPL39	XP_036603483.1
CLDN17	XP_036598497.1
LOC118837205	XP_036600037.1
LOC118835650	XP_036598759.1
LOC118835430	XP_036598513.1
LOC118837206	XP_036600038.1
LOC118836159	XP_036599419.1
LOC118835575	XP_036598670.1
LOC118835575	XP_036598669.1
LOC118837207	XP_036600039.1
LOC118835701	XP_036598838.1
LOC118835701	XP_036598836.1
LOC118835297	XP_036598386.1
LOC118835297	XP_036598385.1
LOC118835298	XP_036598387.1
LOC118840366	XP_036603751.1
LOC118840365	XP_036603750.1
LOC118835750	XP_036598891.1
LOC118835296	XP_036598384.1
LOC118835782	XP_036598939.1
LOC118835740	XP_036598875.1
LOC118835830	XP_036599007.1
LOC118835902	XP_036599091.1
LOC118835652	XP_036598761.1
LOC118835246	XP_036598337.1
ABCG1	XP_036602013.1
LOC118837209	XP_036600040.1
TFF2	XP_036600041.1
TMPRSS3	XP_036600042.1
UBASH3A	XP_036601630.1
SLC37A1	XP_036600043.1
PDE9A	XP_036603311.1
PDE9A	XP_036603309.1
PDE9A	XP_036603310.1
WDR4	XP_036603382.1
WDR4	XP_036603381.1
NDUFV3	XP_036601698.1
PKNOX1	XP_036600784.1
CBS	XP_036600901.1
CBS	XP_036600898.1
CBS	XP_036600899.1
CBS	XP_036600900.1
CBS	XP_036600902.1
U2AF1	XP_036600994.1
U2AF1	XP_036600995.1
U2AF1	XP_036600998.1
U2AF1	XP_036600996.1
U2AF1	XP_036600997.1
CRYAA	XP_036603271.1
CRYAA	XP_036603269.1
CRYAA	XP_036603270.1
SIK1	XP_036602574.1
LOC118838615	XP_036601852.1
LOC118838615	XP_036601853.1
RRP1B	XP_036601069.1
LOC118838568	XP_036601807.1
PDXK	XP_036601804.1
CSTB	XP_036601806.1
RRP1	XP_036601798.1
RRP1	XP_036601799.1
AGPAT3	XP_036601801.1
AGPAT3	XP_036601802.1
AGPAT3	XP_036601800.1
AGPAT3	XP_036601803.1
PSMG1	XP_036601805.1
LOC118838569	XP_036601808.1
LOC118839678	XP_036603083.1
GRIK1	XP_036601017.1
BACH1	XP_036600515.1
BRWD1	XP_036603861.1
HMGN1	XP_036599360.1
GET1	XP_036599361.1
LOC118836107	XP_036599358.1
LCA5L	XP_036599357.1
LOC118836109	XP_036599359.1
B3GALT5	XP_036603285.1
PCP4	XP_036600044.1
DSCAM	XP_036600045.1
LOC118837722	XP_036600678.1
BACE2	XP_036601461.1
FAM3B	XP_036603249.1
TMPRSS2	XP_036600046.1
RIPK4	XP_036603568.1
LOC118835580	XP_036598673.1
PRDM15	XP_036603242.1
C2CD2	XP_036600047.1
LOC118837903	XP_036600939.1
ZBTB21	XP_036600941.1
ZBTB21	XP_036600940.1
ZBTB21	XP_036600942.1
CXADR	XP_036601169.1
USP25	XP_036600185.1
USP25	XP_036600186.1
USP25	XP_036600184.1
LOC118837423	XP_036600187.1
NRIP1	XP_036600798.1
NRIP1	XP_036600799.1
LOC118839878	XP_036603279.1
SAMSN1	XP_036603277.1
SAMSN1	XP_036603278.1
HSPA13	XP_036602820.1
LOC118838340	XP_036601497.1
LOC118838339	XP_036601496.1
LOC118837226	XP_036600049.1
RBM11	XP_036598565.1
LIPI	XP_036600050.1
TBC1D8	XP_036598453.1
TBC1D8	XP_036598452.1
RPL31	XP_036598454.1
NPAS2	XP_036601072.1
NPAS2	XP_036601074.1
NPAS2	XP_036601073.1
PDCL3	XP_036602607.1
CHST10	XP_036598467.1
CHST10	XP_036598466.1
LONRF2	XP_036600349.1
AFF3	XP_036603292.1
REV1	XP_036601595.1
REV1	XP_036601596.1
REV1	XP_036601598.1
EIF5B	XP_036601599.1
TXNDC9	XP_036601821.1
LYG1	XP_036598522.1
LYG2	XP_036602523.1
MRPL30	XP_036598368.1
MITD1	XP_036600051.1
LIPT1	XP_036602895.1
C2H2orf15	XP_036603459.1
TSGA10	XP_036601233.1
CRACDL	XP_036603845.1
CRACDL	XP_036603847.1
CRACDL	XP_036603848.1
MGAT4A	XP_036600523.1
LOC118837640	XP_036600524.1
UNC50	XP_036600526.1
UNC50	XP_036600525.1
LOC118837642	XP_036600527.1
INPP4A	XP_036603582.1
INPP4A	XP_036603577.1
INPP4A	XP_036603578.1
INPP4A	XP_036603583.1
INPP4A	XP_036603579.1
INPP4A	XP_036603584.1
INPP4A	XP_036603580.1
INPP4A	XP_036603581.1
LOC118837234	XP_036600053.1
LOC118840147	XP_036603550.1
LOC118840147	XP_036603548.1
LOC118840147	XP_036603547.1
LOC118840147	XP_036603546.1
LOC118840147	XP_036603545.1
LOC118840147	XP_036603549.1
TMEM131	XP_036599083.1
TMEM131	XP_036599082.1
TMEM131	XP_036599081.1
TMEM131	XP_036599080.1
LOC118837236	XP_036600054.1
VWA3B	XP_036600055.1
LOC118840225	XP_036603615.1
LOC118839724	XP_036603148.1
CNGA3	XP_036600056.1
UBE3A	XP_036598957.1
UBE3A	XP_036598954.1
UBE3A	XP_036598955.1
UBE3A	XP_036598952.1
UBE3A	XP_036598956.1
UBE3A	XP_036598953.1
ATP10A	XP_036600913.1
LOC118838167	XP_036601284.1
GABRB3	XP_036601875.1
GABRA5	XP_036603626.1
GABRG3	XP_036600926.1
OCA2	XP_036603196.1
LOC118839782	XP_036603197.1
HERC2	XP_036601079.1
LOC118839426	XP_036602785.1
NIPA1	XP_036601342.1
NIPA2	XP_036600746.1
CYFIP1	XP_036600745.1
CYFIP1	XP_036600744.1
TUBGCP5	XP_036602268.1
CHST7	XP_036603152.1
SLC9A7	XP_036601983.1
SLC9A7	XP_036601982.1
LOC118835822	XP_036598995.1
RP2	XP_036602149.1
RP2	XP_036602150.1
JADE3	XP_036602727.1
LOC118835947	XP_036599140.1
LOC118838908	XP_036602181.1
LOC118838908	XP_036602182.1
PLCXD1	XP_036602656.1
GTPBP6	XP_036603316.1
GTPBP6	XP_036603315.1
LOC118838197	XP_036601318.1
LOC118838197	XP_036601321.1
LOC118838197	XP_036601319.1
LOC118838197	XP_036601320.1
PPP2R3B	XP_036601324.1
PPP2R3B	XP_036601326.1
PPP2R3B	XP_036601322.1
PPP2R3B	XP_036601325.1
SHOX	XP_036603393.1
SHOX	XP_036603392.1
CRLF2	XP_036600057.1
LOC118837246	XP_036600058.1
IL3RA	XP_036602530.1
SLC25A6	XP_036599365.1
LOC118838394	XP_036601576.1
LOC118838394	XP_036601575.1
LOC118837248	XP_036600059.1
LOC118839541	XP_036602909.1
P2RY8	XP_036601812.1
P2RY8	XP_036601811.1
